Date,Close,High,Low,Open,Volume
2025-10-27,3029.821044921875,3038.9550474990237,3005.5620951218402,3011.7496607245316,1946312
2025-10-28,3003.30322265625,3035.0265765381446,2985.919291823652,3021.0801556355614,3470737
2025-10-29,3003.0087890625,3021.080174034828,2991.714113509379,3003.3032409472494,2895420
2025-10-30,2981.106689453125,3009.0978400091353,2978.6513253692647,2994.6603471523654,2241536
2025-10-31,3003.4013671875,3012.6334402910475,2971.088871543434,2980.8120174669925,1868085
2025-11-03,2962.93701171875,3003.4013640895914,2956.2583734171585,2992.499451583931,2194877
2025-11-04,2936.81201171875,2975.214004338424,2922.8655907942766,2965.6872390451917,2670720
2025-11-06,2957.142333984375,2970.0085383136757,2936.61558517126,2936.7138956519902,2542721
2025-11-07,2938.383544921875,2950.3656744717186,2907.6423366423182,2947.419237380036,1830520
2025-11-10,2971.18701171875,2993.4816703122747,2938.579823663838,2939.5619693268272,1556656
2025-11-11,2992.597900390625,3001.142519888641,2964.1156755427983,2990.633609021809,2806868
2025-11-12,3075.8837890625,3080.4015151753365,3002.51755709654,3005.3656835637266,4460315
2025-11-13,3050.249755859375,3075.9819244274895,3046.61586484088,3075.8838537295965,1740435
2025-11-14,3050.54443359375,3057.517763723578,3022.356900982103,3034.830102963518,2210794
2025-11-17,3046.812255859375,3067.7320066302495,3031.4909272444793,3050.544457369475,2232853
2025-11-18,3031.98193359375,3049.5622448251693,3023.0443122614724,3046.6158078736476,2548350
2025-11-19,3091.499755859375,3098.6694669245953,3028.4460542827223,3041.705020306013,3151053
2025-11-20,3088.65185546875,3108.0000778660146,3082.0715272134535,3091.794673762747,2700767
2025-11-21,3094.34814453125,3113.4016740052466,3079.2229578295533,3088.6516518716926,4177037
2025-11-24,3085.115966796875,3122.1428110333977,3075.0981288018247,3101.616062202543,6703764
2025-11-25,3063.5087890625,3093.562543096727,3059.3838251197944,3089.142887490615,2737920
2025-11-26,3106.428466796875,3121.2589624366606,3061.348076121797,3063.115986297256,2508527
2025-11-27,3080.59814453125,3123.223169867727,3069.205159068128,3123.223169867727,2836233
2025-11-28,3081.48193359375,3091.1070087848907,3069.205113141185,3083.937297684263,1616690
2025-12-01,3077.455078125,3097.687374390369,3066.4550948216056,3081.8747335418534,1747647
2025-12-02,3079.714111328125,3087.8659682974553,3064.6872347092776,3075.0980746626374,2512003
2025-12-03,3123.22314453125,3154.5534946281955,3082.9551731709416,3083.9373188138757,3952112
2025-12-04,3171.544677734375,3191.9733551637537,3130.4909417024,3136.9731988901626,5025905
2025-12-05,3180.384033203125,3213.187842167148,3164.866083794654,3172.330486734928,5244013
2025-12-08,3178.71435546875,3201.6964674714213,3151.3125880977464,3185.0983021118977,2544725
2025-12-09,3151.01806640625,3175.964471029267,3124.401822284255,3172.330579931189,2734893
2025-12-10,3132.259033203125,3167.41989738469,3121.357359750894,3167.41989738469,1386849
2025-12-11,3134.91064453125,3151.1160479641035,3096.8035846478047,3147.7768486239356,1914362
2025-12-12,3163.0,3165.4553640739014,3128.8212841349605,3140.607031689688,1146554
2025-12-15,3172.52685546875,3180.384020730158,3140.2143592438706,3153.7680172761306,1562190
2025-12-16,3147.875244140625,3162.509118995985,3134.1252044928165,3162.509118995985,1734623
2025-12-17,3160.348388671875,3179.107227122374,3143.3572206041695,3143.3572206041695,1376350
2025-12-18,3222.2236328125,3229.09865265339,3163.4912725011322,3170.366292342023,2307422
2025-12-19,3223.402099609375,3258.661033366418,3220.259281411304,3240.09857605464,3902511
2025-12-22,3265.5361328125,3269.170263717588,3232.2414895890165,3250.9022578364156,2632816
2025-12-23,3250.902099609375,3260.625245626059,3234.6966963938,3260.625245626059,2365420
2025-12-24,3259.741455078125,3267.696930860065,3237.2504153109776,3245.107580613968,1367708
2025-12-26,3221.437744140625,3260.7235702886815,3213.384197736604,3253.9468611908032,1176664
2025-12-29,3193.446533203125,3229.294848891858,3184.9999848268185,3221.437683809396,2079473
2025-12-30,3188.83056640625,3209.160933545371,3181.6608551553877,3191.973384551631,2807593
2025-12-31,3148.955322265625,3188.0447669329633,3141.392848747715,3182.151893056932,3362634
2026-01-01,3169.77685546875,3176.3574233163417,3141.0982497161094,3157.59834501185,1255735
2026-01-02,3192.660888671875,3196.196709004467,3162.017991655493,3176.2591039024273,1184324
2026-01-05,3158.6787109375,3189.026915514335,3134.026759287417,3182.642968809425,2341703
2026-01-06,3197.669921875,3204.9377039238207,3147.7768738587542,3152.6876022111082,2912325
2026-01-07,3236.75927734375,3241.6700055592964,3165.651788913644,3185.0000101265678,1989442
2026-01-08,3146.6962890625,3228.2143763788763,3125.1873956711997,3228.2143763788763,4159336
2026-01-09,3150.52685546875,3172.0357492326657,3134.0267606372377,3134.0267606372377,1938673
2026-01-12,3181.75927734375,3193.937788002805,3117.6251157476318,3145.8126491306843,2228342
2026-01-13,3209.652099609375,3221.437847833155,3153.1787227037635,3187.0627488471305,5645341
2026-01-14,3135.5,3201.7948316366483,3126.1696162881753,3201.7948316366483,3539511
2026-01-15,3135.5,3135.5,3135.5,3135.5,0
2026-01-16,3206.699951171875,3221.89990234375,3171.0,3219.39990234375,4293470
2026-01-19,3163.60009765625,3220.0,3152.10009765625,3188.0,3387562
2026-01-20,3102.300048828125,3160.0,3091.10009765625,3151.60009765625,4499273
2026-01-21,3122.60009765625,3138.5,3082.0,3100.0,2015150
2026-01-22,3150.39990234375,3160.0,3122.300048828125,3150.0,2269827
2026-01-23,3162.5,3194.5,3152.0,3190.300048828125,2068857
2026-01-27,3158.0,3175.0,3130.0,3175.0,4279874
2026-01-28,3200.10009765625,3205.199951171875,3170.60009765625,3176.0,2751234
2026-01-29,3144.39990234375,3200.10009765625,3125.60009765625,3200.10009765625,2457641
2026-01-30,3123.89990234375,3141.0,3092.0,3141.0,3022068
2026-02-02,3169.60009765625,3198.0,3134.0,3198.0,2636272
2026-02-03,3225.300048828125,3350.0,3186.300048828125,3350.0,4366060
2026-02-04,2999.10009765625,3120.0,2986.0,3120.0,10852595
2026-02-05,2991.5,3029.699951171875,2972.300048828125,2990.0,3521545
2026-02-06,2941.60009765625,2985.0,2916.0,2976.60009765625,4687389
2026-02-09,2948.199951171875,2977.0,2937.5,2959.10009765625,2380318
2026-02-10,2984.60009765625,3011.60009765625,2943.5,2949.800048828125,3547763
2026-02-11,2909.800048828125,2998.0,2904.199951171875,2980.0,3363513
2026-02-12,2750.10009765625,2880.0,2740.0,2869.800048828125,10612156
2026-02-13,2692.199951171875,2713.0,2585.0,2585.0,11168735
2026-02-16,2706.60009765625,2719.800048828125,2671.0,2700.0,2918730
2026-02-17,2717.39990234375,2760.0,2695.199951171875,2716.0,4209118
2026-02-18,2694.89990234375,2730.0,2657.300048828125,2730.0,2950820
2026-02-19,2677.89990234375,2748.699951171875,2666.60009765625,2708.0,3238849
2026-02-20,2686.199951171875,2702.60009765625,2647.5,2667.0,2293482
2026-02-23,2676.300048828125,2704.0,2660.199951171875,2686.0,4699596
2026-02-24,2573.699951171875,2647.5,2561.300048828125,2641.0,7798833
2026-02-25,2629.300048828125,2654.199951171875,2595.0,2596.0,3621285
2026-02-26,2647.699951171875,2671.0,2635.0,2650.0,3464267
2026-02-27,2637.39990234375,2688.60009765625,2626.10009765625,2681.60009765625,5083717
2026-03-02,2613.5,2623.800048828125,2580.300048828125,2592.0,3374385
2026-03-04,2587.800048828125,2635.0,2580.39990234375,2625.0,3446434
2026-03-05,2578.800048828125,2609.5,2546.39990234375,2600.0,2960636
2026-03-06,2557.60009765625,2619.199951171875,2553.60009765625,2572.0,3998643
2026-03-09,2527.39990234375,2560.0,2505.0,2530.0,3653428
2026-03-10,2513.10009765625,2545.199951171875,2490.10009765625,2541.0,4323710
2026-03-11,2464.89990234375,2521.0,2460.10009765625,2508.10009765625,2720664
2026-03-12,2442.39990234375,2472.89990234375,2436.0,2459.800048828125,2752075
2026-03-13,2410.5,2445.89990234375,2397.0,2437.0,2466488
2026-03-16,2409.199951171875,2425.0,2366.10009765625,2410.0,3807907
2026-03-17,2391.699951171875,2420.0,2360.0,2420.0,2993367
2026-03-18,2440.800048828125,2482.89990234375,2410.0,2410.0,3082388
2026-03-19,2356.0,2424.0,2350.199951171875,2417.0,2757060
2026-03-20,2390.60009765625,2407.800048828125,2364.199951171875,2386.0,4206320
2026-03-23,2383.800048828125,2406.800048828125,2348.0,2365.0,3860515
2026-03-24,2398.800048828125,2435.39990234375,2379.10009765625,2404.10009765625,3420182
2026-03-25,2377.39990234375,2421.60009765625,2369.800048828125,2400.89990234375,5843778
2026-03-27,2389.800048828125,2422.10009765625,2385.0,2403.89990234375,4979411
2026-03-30,2358.89990234375,2398.0,2346.199951171875,2375.10009765625,6804756
2026-04-01,2408.199951171875,2472.0,2397.89990234375,2429.0,4132661
2026-04-02,2450.699951171875,2469.89990234375,2375.699951171875,2386.0,5378361
2026-04-06,2473.89990234375,2482.0,2448.199951171875,2474.0,2572417
2026-04-07,2539.800048828125,2543.89990234375,2448.0,2461.0,4516550
2026-04-08,2559.199951171875,2580.300048828125,2540.10009765625,2572.0,4769337
2026-04-09,2589.0,2605.0,2531.10009765625,2554.0,5627486
